;IdColumnIndex=0
5000:0=5000,1=200217,2=20017,3=19,6=1065353216
6923:0=6923,1=200395,2=20195,3=19,6=1065353216
6924:0=6924,1=200395,2=20195,3=19,6=1065353216
6925:0=6925,1=200395,2=20195,3=19,6=1065353216
6926:0=6926,1=200395,2=20195,3=19,6=1065353216
6927:0=6927,1=200395,2=20195,3=19,6=1065353216
6928:0=6928,1=200395,2=20195,3=19,6=1065353216
6929:0=6929,1=200395,2=20195,3=19,6=1065353216
6930:0=6930,1=200395,2=20195,3=19,6=1065353216
6931:0=6931,1=200395,2=20195,3=19,6=1065353216
6932:0=6932,1=200395,2=20195,3=19,6=1065353216
6933:0=6933,1=200395,2=20195,3=19,6=1065353216
6934:0=6934,1=200395,2=20195,3=19,6=1065353216
6935:0=6935,1=200395,2=20195,3=19,6=1065353216
6936:0=6936,1=200395,2=20195,3=19,6=1065353216
6937:0=6937,1=200395,2=20195,3=19,6=1065353216
6938:0=6938,1=200395,2=20195,3=19,6=1065353216
6939:0=6939,1=200395,2=20195,3=19,6=1065353216
6940:0=6940,1=200395,2=20195,3=19,6=1065353216
6941:0=6941,1=200395,2=20195,3=19,6=1065353216
6942:0=6942,1=200395,2=20195,3=19,6=1065353216
6943:0=6943,1=200395,2=20195,3=19,6=1065353216
6944:0=6944,1=200395,2=20195,3=19,6=1065353216
6945:0=6945,1=200395,2=20195,3=19,6=1065353216
6946:0=6946,1=200395,2=20195,3=19,6=1065353216
6947:0=6947,1=200395,2=20195,3=19,6=1065353216
6948:0=6948,1=200395,2=20195,3=19,6=1065353216
6949:0=6949,1=200395,2=20195,3=19,6=1065353216
6950:0=6950,1=200395,2=20195,3=19,6=1065353216
6951:0=6951,1=200396,2=20196,3=19,6=1065353216
6952:0=6952,1=200396,2=20196,3=19,6=1065353216
6953:0=6953,1=200396,2=20196,3=19,6=1065353216
6954:0=6954,1=200396,2=20196,3=19,6=1065353216
6955:0=6955,1=200396,2=20196,3=19,6=1065353216
6956:0=6956,1=200396,2=20196,3=19,6=1065353216
6957:0=6957,1=200396,2=20196,3=19,6=1065353216
6958:0=6958,1=200396,2=20196,3=19,6=1065353216
6959:0=6959,1=200396,2=20196,3=19,6=1065353216
6960:0=6960,1=200396,2=20196,3=19,6=1065353216
6961:0=6961,1=200396,2=20196,3=19,6=1065353216
6962:0=6962,1=200396,2=20196,3=19,6=1065353216
6963:0=6963,1=200396,2=20196,3=19,6=1065353216
6964:0=6964,1=200396,2=20196,3=19,6=1065353216
6965:0=6965,1=200396,2=20196,3=19,6=1065353216
6966:0=6966,1=200396,2=20196,3=19,6=1065353216
6967:0=6967,1=200396,2=20196,3=19,6=1065353216
6968:0=6968,1=200396,2=20196,3=19,6=1065353216
6969:0=6969,1=200396,2=20196,3=19,6=1065353216
6970:0=6970,1=200396,2=20196,3=19,6=1065353216
6971:0=6971,1=200396,2=20196,3=19,6=1065353216
6972:0=6972,1=200396,2=20196,3=19,6=1065353216
6973:0=6973,1=200396,2=20196,3=19,6=1065353216
6974:0=6974,1=200396,2=20196,3=19,6=1065353216
6975:0=6975,1=200396,2=20196,3=19,6=1065353216
6976:0=6976,1=200396,2=20196,3=19,6=1065353216
6977:0=6977,1=200396,2=20196,3=19,6=1065353216
6978:0=6978,1=200396,2=20196,3=19,6=1065353216
6979:0=6979,1=200396,2=20196,3=19,6=1065353216
6980:0=6980,1=200396,2=20196,3=19,6=1065353216
6981:0=6981,1=200397,2=20197,3=19,6=1065353216
6982:0=6982,1=200397,2=20197,3=19,6=1065353216
6983:0=6983,1=200397,2=20197,3=19,6=1065353216
6984:0=6984,1=200397,2=20197,3=19,6=1065353216
6985:0=6985,1=200397,2=20197,3=19,6=1065353216
6986:0=6986,1=200397,2=20197,3=19,6=1065353216
6987:0=6987,1=200397,2=20197,3=19,6=1065353216
6988:0=6988,1=200397,2=20197,3=19,6=1065353216
6989:0=6989,1=200397,2=20197,3=19,6=1065353216
6990:0=6990,1=200397,2=20197,3=19,6=1065353216
6991:0=6991,1=200397,2=20197,3=19,6=1065353216
6992:0=6992,1=200397,2=20197,3=19,6=1065353216
6993:0=6993,1=200397,2=20197,3=19,6=1065353216
6994:0=6994,1=200397,2=20197,3=19,6=1065353216
6995:0=6995,1=200397,2=20197,3=19,6=1065353216
6996:0=6996,1=200397,2=20197,3=19,6=1065353216
6997:0=6997,1=200397,2=20197,3=19,6=1065353216
6998:0=6998,1=200397,2=20197,3=19,6=1065353216
6999:0=6999,1=200397,2=20197,3=19,6=1065353216
7000:0=7000,1=200397,2=20197,3=19,6=1065353216
7001:0=7001,1=200397,2=20197,3=19,6=1065353216
7002:0=7002,1=200397,2=20197,3=19,6=1065353216
7003:0=7003,1=200397,2=20197,3=19,6=1065353216
7004:0=7004,1=200397,2=20197,3=19,6=1065353216
7005:0=7005,1=200397,2=20197,3=19,6=1065353216
7006:0=7006,1=200397,2=20197,3=19,6=1065353216
7007:0=7007,1=200397,2=20197,3=19,6=1065353216
7008:0=7008,1=200397,2=20197,3=19,6=1065353216
7009:0=7009,1=200397,2=20197,3=19,6=1065353216
7010:0=7010,1=200397,2=20197,3=19,6=1065353216
7011:0=7011,1=200398,2=20198,3=19,6=1065353216
7012:0=7012,1=200398,2=20198,3=19,6=1065353216
7013:0=7013,1=200398,2=20198,3=19,6=1065353216
7014:0=7014,1=200398,2=20198,3=19,6=1065353216
7015:0=7015,1=200398,2=20198,3=19,6=1065353216
7016:0=7016,1=200398,2=20198,3=19,6=1065353216
7017:0=7017,1=200398,2=20198,3=19,6=1065353216
7018:0=7018,1=200398,2=20198,3=19,6=1065353216
7019:0=7019,1=200398,2=20198,3=19,6=1065353216
7020:0=7020,1=200398,2=20198,3=19,6=1065353216
7021:0=7021,1=200398,2=20198,3=19,6=1065353216
7022:0=7022,1=200398,2=20198,3=19,6=1065353216
7023:0=7023,1=200398,2=20198,3=19,6=1065353216
7024:0=7024,1=200398,2=20198,3=19,6=1065353216
7025:0=7025,1=200398,2=20198,3=19,6=1065353216
7026:0=7026,1=200398,2=20198,3=19,6=1065353216
7027:0=7027,1=200398,2=20198,3=19,6=1065353216
7028:0=7028,1=200398,2=20198,3=19,6=1065353216
7029:0=7029,1=200398,2=20198,3=19,6=1065353216
7030:0=7030,1=200398,2=20198,3=19,6=1065353216
7031:0=7031,1=200398,2=20198,3=19,6=1065353216
7032:0=7032,1=200398,2=20198,3=19,6=1065353216
7033:0=7033,1=200398,2=20198,3=19,6=1065353216
7034:0=7034,1=200398,2=20198,3=19,6=1065353216
7035:0=7035,1=200398,2=20198,3=19,6=1065353216
7036:0=7036,1=200398,2=20198,3=19,6=1065353216
7037:0=7037,1=200398,2=20198,3=19,6=1065353216
7038:0=7038,1=200398,2=20198,3=19,6=1065353216
7039:0=7039,1=200398,2=20198,3=19,6=1065353216
7040:0=7040,1=200398,2=20198,3=19,6=1065353216
7041:0=7041,1=200398,2=20198,3=19,6=1065353216
7042:0=7042,1=200399,2=20199,3=19,6=1065353216
7043:0=7043,1=200399,2=20199,3=19,6=1065353216
7044:0=7044,1=200399,2=20199,3=19,6=1065353216
7045:0=7045,1=200399,2=20199,3=19,6=1065353216
7046:0=7046,1=200399,2=20199,3=19,6=1065353216
7047:0=7047,1=200399,2=20199,3=19,6=1065353216
7048:0=7048,1=200399,2=20199,3=19,6=1065353216
7049:0=7049,1=200399,2=20199,3=19,6=1065353216
7050:0=7050,1=200399,2=20199,3=19,6=1065353216
7051:0=7051,1=200399,2=20199,3=19,6=1065353216
7052:0=7052,1=200399,2=20199,3=19,6=1065353216
7053:0=7053,1=200399,2=20199,3=19,6=1065353216
7054:0=7054,1=200399,2=20199,3=19,6=1065353216
7055:0=7055,1=200399,2=20199,3=19,6=1065353216
7056:0=7056,1=200399,2=20199,3=19,6=1065353216
7057:0=7057,1=200399,2=20199,3=19,6=1065353216
7058:0=7058,1=200399,2=20199,3=19,6=1065353216
7059:0=7059,1=200399,2=20199,3=19,6=1065353216
7060:0=7060,1=200399,2=20199,3=19,6=1065353216
7061:0=7061,1=200399,2=20199,3=19,6=1065353216
7062:0=7062,1=200399,2=20199,3=19,6=1065353216
7063:0=7063,1=200399,2=20199,3=19,6=1065353216
7064:0=7064,1=200399,2=20199,3=19,6=1065353216
7065:0=7065,1=200399,2=20199,3=19,6=1065353216
7066:0=7066,1=200399,2=20199,3=19,6=1065353216
7067:0=7067,1=200399,2=20199,3=19,6=1065353216
7068:0=7068,1=200399,2=20199,3=19,6=1065353216
7069:0=7069,1=200399,2=20199,3=19,6=1065353216
7070:0=7070,1=200399,2=20199,3=19,6=1065353216
7071:0=7071,1=200399,2=20199,3=19,6=1065353216
7072:0=7072,1=200399,2=20199,3=19,6=1065353216
7073:0=7073,1=200399,2=20199,3=19,6=1065353216
7074:0=7074,1=200431,2=20231,3=19,6=1065353216
7075:0=7075,1=200432,2=20232,3=19,6=1065353216
7076:0=7076,1=200433,2=20233,3=19,6=1065353216
7077:0=7077,1=200434,2=20234,3=19,6=1065353216
7078:0=7078,1=200435,2=20235,3=19,6=1065353216
7079:0=7079,1=200436,2=20236,3=19,6=1065353216
7080:0=7080,1=200437,2=20237,3=19,6=1065353216
7081:0=7081,1=200438,2=20238,3=19,6=1065353216
7082:0=7082,1=200439,2=20239,3=19,6=1065353216
7083:0=7083,1=200440,2=20240,3=19,6=1065353216
7084:0=7084,1=200441,2=20241,3=19,6=1065353216
7085:0=7085,1=200442,2=20242,3=19,6=1065353216
7086:0=7086,1=200443,2=20243,3=19,6=1065353216
7087:0=7087,1=200444,2=20244,3=19,6=1065353216
7088:0=7088,1=200444,2=20244,3=19,6=1065353216
7089:0=7089,1=200445,2=20245,3=19,6=1065353216
7090:0=7090,1=200445,2=20245,3=19,6=1065353216
7091:0=7091,1=200446,2=20246,3=19,6=1065353216
7092:0=7092,1=200446,2=20246,3=19,6=1065353216
7093:0=7093,1=200447,2=20247,3=19,6=1065353216
7094:0=7094,1=200447,2=20247,3=19,6=1065353216
7095:0=7095,1=200448,2=20248,3=19,6=1065353216
7096:0=7096,1=200448,2=20248,3=19,6=1065353216
7097:0=7097,1=200449,2=20249,3=19,6=1065353216
7098:0=7098,1=200449,2=20249,3=19,6=1065353216
7099:0=7099,1=200450,2=20250,3=19,6=1065353216
7100:0=7100,1=200450,2=20250,3=19,6=1065353216
7101:0=7101,1=200451,2=20251,3=19,6=1065353216
7102:0=7102,1=200451,2=20251,3=19,6=1065353216
7103:0=7103,1=200452,2=20252,3=19,6=1065353216
7104:0=7104,1=200452,2=20252,3=19,6=1065353216
7105:0=7105,1=200453,2=20253,3=19,6=1065353216
7106:0=7106,1=200453,2=20253,3=19,6=1065353216
7107:0=7107,1=200454,2=20254,3=19,6=1065353216
7108:0=7108,1=200454,2=20254,3=19,6=1065353216
7109:0=7109,1=200454,2=20254,3=19,6=1065353216
7110:0=7110,1=200455,2=20255,3=19,6=1065353216
7111:0=7111,1=200455,2=20255,3=19,6=1065353216
7112:0=7112,1=200455,2=20255,3=19,6=1065353216
7113:0=7113,1=200456,2=20256,3=19,6=1065353216
7114:0=7114,1=200456,2=20256,3=19,6=1065353216
7115:0=7115,1=200456,2=20256,3=19,6=1065353216
7116:0=7116,1=200457,2=20257,3=19,6=1065353216
7117:0=7117,1=200457,2=20257,3=19,6=1065353216
7118:0=7118,1=200457,2=20257,3=19,6=1065353216
7119:0=7119,1=200458,2=20258,3=19,6=1065353216
7120:0=7120,1=200458,2=20258,3=19,6=1065353216
7121:0=7121,1=200458,2=20258,3=19,6=1065353216
7122:0=7122,1=200459,2=20259,3=19,6=1065353216
7123:0=7123,1=200459,2=20259,3=19,6=1065353216
7124:0=7124,1=200459,2=20259,3=19,6=1065353216
7125:0=7125,1=200460,2=20260,3=19,6=1065353216
7126:0=7126,1=200460,2=20260,3=19,6=1065353216
7127:0=7127,1=200460,2=20260,3=19,6=1065353216
7128:0=7128,1=200461,2=20261,3=19,6=1065353216
7129:0=7129,1=200461,2=20261,3=19,6=1065353216
7130:0=7130,1=200461,2=20261,3=19,6=1065353216
7131:0=7131,1=200462,2=20262,3=19,6=1065353216
7132:0=7132,1=200462,2=20262,3=19,6=1065353216
7133:0=7133,1=200462,2=20262,3=19,6=1065353216
7134:0=7134,1=200462,2=20262,3=19,6=1065353216
7135:0=7135,1=200463,2=20263,3=19,6=1065353216
7136:0=7136,1=200463,2=20263,3=19,6=1065353216
7137:0=7137,1=200463,2=20263,3=19,6=1065353216
7138:0=7138,1=200463,2=20263,3=19,6=1065353216
7139:0=7139,1=200464,2=20264,3=19,6=1065353216
7140:0=7140,1=200464,2=20264,3=19,6=1065353216
7141:0=7141,1=200464,2=20264,3=19,6=1065353216
7142:0=7142,1=200464,2=20264,3=19,6=1065353216
7143:0=7143,1=200465,2=20265,3=19,6=1065353216
7144:0=7144,1=200465,2=20265,3=19,6=1065353216
7145:0=7145,1=200465,2=20265,3=19,6=1065353216
7146:0=7146,1=200465,2=20265,3=19,6=1065353216
7147:0=7147,1=200466,2=20266,3=19,6=1065353216
7148:0=7148,1=200466,2=20266,3=19,6=1065353216
7149:0=7149,1=200466,2=20266,3=19,6=1065353216
7150:0=7150,1=200466,2=20266,3=19,6=1065353216
7151:0=7151,1=200467,2=20267,3=19,6=1065353216
7152:0=7152,1=200467,2=20267,3=19,6=1065353216
7153:0=7153,1=200467,2=20267,3=19,6=1065353216
7154:0=7154,1=200467,2=20267,3=19,6=1065353216
7155:0=7155,1=200468,2=20268,3=19,6=1065353216
7156:0=7156,1=200468,2=20268,3=19,6=1065353216
7157:0=7157,1=200468,2=20268,3=19,6=1065353216
7158:0=7158,1=200468,2=20268,3=19,6=1065353216
7159:0=7159,1=200469,2=20269,3=19,6=1065353216
7160:0=7160,1=200469,2=20269,3=19,6=1065353216
7161:0=7161,1=200469,2=20269,3=19,6=1065353216
7162:0=7162,1=200469,2=20269,3=19,6=1065353216
7163:0=7163,1=200470,2=20270,3=19,6=1065353216
7164:0=7164,1=200470,2=20270,3=19,6=1065353216
7165:0=7165,1=200470,2=20270,3=19,6=1065353216
7166:0=7166,1=200470,2=20270,3=19,6=1065353216
7167:0=7167,1=200470,2=20270,3=19,6=1065353216
7168:0=7168,1=200471,2=20271,3=19,6=1065353216
7169:0=7169,1=200471,2=20271,3=19,6=1065353216
7170:0=7170,1=200471,2=20271,3=19,6=1065353216
7171:0=7171,1=200471,2=20271,3=19,6=1065353216
7172:0=7172,1=200471,2=20271,3=19,6=1065353216
7173:0=7173,1=200472,2=20272,3=19,6=1065353216
7174:0=7174,1=200472,2=20272,3=19,6=1065353216
7175:0=7175,1=200472,2=20272,3=19,6=1065353216
7176:0=7176,1=200472,2=20272,3=19,6=1065353216
7177:0=7177,1=200472,2=20272,3=19,6=1065353216
7178:0=7178,1=200473,2=20273,3=19,6=1065353216
7179:0=7179,1=200473,2=20273,3=19,6=1065353216
7180:0=7180,1=200473,2=20273,3=19,6=1065353216
7181:0=7181,1=200473,2=20273,3=19,6=1065353216
7182:0=7182,1=200473,2=20273,3=19,6=1065353216
7183:0=7183,1=200474,2=20274,3=19,6=1065353216
7184:0=7184,1=200474,2=20274,3=19,6=1065353216
7185:0=7185,1=200474,2=20274,3=19,6=1065353216
7186:0=7186,1=200474,2=20274,3=19,6=1065353216
7187:0=7187,1=200474,2=20274,3=19,6=1065353216
7188:0=7188,1=200475,2=20275,3=19,6=1065353216
7189:0=7189,1=200475,2=20275,3=19,6=1065353216
7190:0=7190,1=200475,2=20275,3=19,6=1065353216
7191:0=7191,1=200475,2=20275,3=19,6=1065353216
7192:0=7192,1=200475,2=20275,3=19,6=1065353216
7193:0=7193,1=200476,2=20276,3=19,6=1065353216
7194:0=7194,1=200476,2=20276,3=19,6=1065353216
7195:0=7195,1=200476,2=20276,3=19,6=1065353216
7196:0=7196,1=200476,2=20276,3=19,6=1065353216
7197:0=7197,1=200476,2=20276,3=19,6=1065353216
7198:0=7198,1=200476,2=20276,3=19,6=1065353216
7199:0=7199,1=200477,2=20277,3=19,6=1065353216
7200:0=7200,1=200477,2=20277,3=19,6=1065353216
7201:0=7201,1=200477,2=20277,3=19,6=1065353216
7202:0=7202,1=200477,2=20277,3=19,6=1065353216
7203:0=7203,1=200477,2=20277,3=19,6=1065353216
7204:0=7204,1=200477,2=20277,3=19,6=1065353216
7205:0=7205,1=200478,2=20278,3=19,6=1065353216
7206:0=7206,1=200478,2=20278,3=19,6=1065353216
7207:0=7207,1=200478,2=20278,3=19,6=1065353216
7208:0=7208,1=200478,2=20278,3=19,6=1065353216
7209:0=7209,1=200478,2=20278,3=19,6=1065353216
7210:0=7210,1=200478,2=20278,3=19,6=1065353216
7211:0=7211,1=200479,2=20279,3=19,6=1065353216
7212:0=7212,1=200479,2=20279,3=19,6=1065353216
7213:0=7213,1=200479,2=20279,3=19,6=1065353216
7214:0=7214,1=200479,2=20279,3=19,6=1065353216
7215:0=7215,1=200479,2=20279,3=19,6=1065353216
7216:0=7216,1=200479,2=20279,3=19,6=1065353216
7217:0=7217,1=200480,2=20280,3=19,6=1065353216
7218:0=7218,1=200480,2=20280,3=19,6=1065353216
7219:0=7219,1=200480,2=20280,3=19,6=1065353216
7220:0=7220,1=200480,2=20280,3=19,6=1065353216
7221:0=7221,1=200480,2=20280,3=19,6=1065353216
7222:0=7222,1=200480,2=20280,3=19,6=1065353216
7223:0=7223,1=200481,2=20281,3=19,6=1065353216
7224:0=7224,1=200481,2=20281,3=19,6=1065353216
7225:0=7225,1=200481,2=20281,3=19,6=1065353216
7226:0=7226,1=200481,2=20281,3=19,6=1065353216
7227:0=7227,1=200481,2=20281,3=19,6=1065353216
7228:0=7228,1=200481,2=20281,3=19,6=1065353216
7229:0=7229,1=200482,2=20282,3=19,6=1065353216
7230:0=7230,1=200482,2=20282,3=19,6=1065353216
7231:0=7231,1=200482,2=20282,3=19,6=1065353216
7232:0=7232,1=200482,2=20282,3=19,6=1065353216
7233:0=7233,1=200482,2=20282,3=19,6=1065353216
7234:0=7234,1=200482,2=20282,3=19,6=1065353216
7235:0=7235,1=200482,2=20282,3=19,6=1065353216
7236:0=7236,1=200483,2=20283,3=19,6=1065353216
7237:0=7237,1=200483,2=20283,3=19,6=1065353216
7238:0=7238,1=200483,2=20283,3=19,6=1065353216
7239:0=7239,1=200483,2=20283,3=19,6=1065353216
7240:0=7240,1=200483,2=20283,3=19,6=1065353216
7241:0=7241,1=200483,2=20283,3=19,6=1065353216
7242:0=7242,1=200483,2=20283,3=19,6=1065353216
7243:0=7243,1=200484,2=20284,3=19,6=1065353216
7244:0=7244,1=200484,2=20284,3=19,6=1065353216
7245:0=7245,1=200484,2=20284,3=19,6=1065353216
7246:0=7246,1=200484,2=20284,3=19,6=1065353216
7247:0=7247,1=200484,2=20284,3=19,6=1065353216
7248:0=7248,1=200484,2=20284,3=19,6=1065353216
7249:0=7249,1=200484,2=20284,3=19,6=1065353216
7250:0=7250,1=200485,2=20285,3=19,6=1065353216
7251:0=7251,1=200485,2=20285,3=19,6=1065353216
7252:0=7252,1=200485,2=20285,3=19,6=1065353216
7253:0=7253,1=200485,2=20285,3=19,6=1065353216
7254:0=7254,1=200485,2=20285,3=19,6=1065353216
7255:0=7255,1=200485,2=20285,3=19,6=1065353216
7256:0=7256,1=200485,2=20285,3=19,6=1065353216
7257:0=7257,1=200486,2=20286,3=19,6=1065353216
7258:0=7258,1=200486,2=20286,3=19,6=1065353216
7259:0=7259,1=200486,2=20286,3=19,6=1065353216
7260:0=7260,1=200486,2=20286,3=19,6=1065353216
7261:0=7261,1=200486,2=20286,3=19,6=1065353216
7262:0=7262,1=200486,2=20286,3=19,6=1065353216
7263:0=7263,1=200486,2=20286,3=19,6=1065353216
7264:0=7264,1=200487,2=20287,3=19,6=1065353216
7265:0=7265,1=200487,2=20287,3=19,6=1065353216
7266:0=7266,1=200487,2=20287,3=19,6=1065353216
7267:0=7267,1=200487,2=20287,3=19,6=1065353216
7268:0=7268,1=200487,2=20287,3=19,6=1065353216
7269:0=7269,1=200487,2=20287,3=19,6=1065353216
7270:0=7270,1=200487,2=20287,3=19,6=1065353216
7271:0=7271,1=200488,2=20288,3=19,6=1065353216
7272:0=7272,1=200488,2=20288,3=19,6=1065353216
7273:0=7273,1=200488,2=20288,3=19,6=1065353216
7274:0=7274,1=200488,2=20288,3=19,6=1065353216
7275:0=7275,1=200488,2=20288,3=19,6=1065353216
7276:0=7276,1=200488,2=20288,3=19,6=1065353216
7277:0=7277,1=200488,2=20288,3=19,6=1065353216
7278:0=7278,1=200488,2=20288,3=19,6=1065353216
7279:0=7279,1=200489,2=20289,3=19,6=1065353216
7280:0=7280,1=200489,2=20289,3=19,6=1065353216
7281:0=7281,1=200489,2=20289,3=19,6=1065353216
7282:0=7282,1=200489,2=20289,3=19,6=1065353216
7283:0=7283,1=200489,2=20289,3=19,6=1065353216
7284:0=7284,1=200489,2=20289,3=19,6=1065353216
7285:0=7285,1=200489,2=20289,3=19,6=1065353216
7286:0=7286,1=200489,2=20289,3=19,6=1065353216
7287:0=7287,1=200490,2=20290,3=19,6=1065353216
7288:0=7288,1=200490,2=20290,3=19,6=1065353216
7289:0=7289,1=200490,2=20290,3=19,6=1065353216
7290:0=7290,1=200490,2=20290,3=19,6=1065353216
7291:0=7291,1=200490,2=20290,3=19,6=1065353216
7292:0=7292,1=200490,2=20290,3=19,6=1065353216
7293:0=7293,1=200490,2=20290,3=19,6=1065353216
7294:0=7294,1=200490,2=20290,3=19,6=1065353216
7295:0=7295,1=200491,2=20291,3=19,6=1065353216
7296:0=7296,1=200491,2=20291,3=19,6=1065353216
7297:0=7297,1=200491,2=20291,3=19,6=1065353216
7298:0=7298,1=200491,2=20291,3=19,6=1065353216
7299:0=7299,1=200491,2=20291,3=19,6=1065353216
7300:0=7300,1=200491,2=20291,3=19,6=1065353216
7301:0=7301,1=200491,2=20291,3=19,6=1065353216
7302:0=7302,1=200491,2=20291,3=19,6=1065353216
7303:0=7303,1=200492,2=20292,3=19,6=1065353216
7304:0=7304,1=200492,2=20292,3=19,6=1065353216
7305:0=7305,1=200492,2=20292,3=19,6=1065353216
7306:0=7306,1=200492,2=20292,3=19,6=1065353216
7307:0=7307,1=200492,2=20292,3=19,6=1065353216
7308:0=7308,1=200492,2=20292,3=19,6=1065353216
7309:0=7309,1=200492,2=20292,3=19,6=1065353216
7310:0=7310,1=200492,2=20292,3=19,6=1065353216
7311:0=7311,1=200493,2=20293,3=19,6=1065353216
7312:0=7312,1=200493,2=20293,3=19,6=1065353216
7313:0=7313,1=200493,2=20293,3=19,6=1065353216
7314:0=7314,1=200493,2=20293,3=19,6=1065353216
7315:0=7315,1=200493,2=20293,3=19,6=1065353216
7316:0=7316,1=200493,2=20293,3=19,6=1065353216
7317:0=7317,1=200493,2=20293,3=19,6=1065353216
7318:0=7318,1=200493,2=20293,3=19,6=1065353216
7319:0=7319,1=200493,2=20293,3=19,6=1065353216
7320:0=7320,1=200494,2=20294,3=19,6=1065353216
7321:0=7321,1=200494,2=20294,3=19,6=1065353216
7322:0=7322,1=200494,2=20294,3=19,6=1065353216
7323:0=7323,1=200494,2=20294,3=19,6=1065353216
7324:0=7324,1=200494,2=20294,3=19,6=1065353216
7325:0=7325,1=200494,2=20294,3=19,6=1065353216
7326:0=7326,1=200494,2=20294,3=19,6=1065353216
7327:0=7327,1=200494,2=20294,3=19,6=1065353216
7328:0=7328,1=200494,2=20294,3=19,6=1065353216
7329:0=7329,1=200495,2=20295,3=19,6=1065353216
7330:0=7330,1=200495,2=20295,3=19,6=1065353216
7331:0=7331,1=200495,2=20295,3=19,6=1065353216
7332:0=7332,1=200495,2=20295,3=19,6=1065353216
7333:0=7333,1=200495,2=20295,3=19,6=1065353216
7334:0=7334,1=200495,2=20295,3=19,6=1065353216
7335:0=7335,1=200495,2=20295,3=19,6=1065353216
7336:0=7336,1=200495,2=20295,3=19,6=1065353216
7337:0=7337,1=200495,2=20295,3=19,6=1065353216
7338:0=7338,1=200496,2=20296,3=19,6=1065353216
7339:0=7339,1=200496,2=20296,3=19,6=1065353216
7340:0=7340,1=200496,2=20296,3=19,6=1065353216
7341:0=7341,1=200496,2=20296,3=19,6=1065353216
7342:0=7342,1=200496,2=20296,3=19,6=1065353216
7343:0=7343,1=200496,2=20296,3=19,6=1065353216
7344:0=7344,1=200496,2=20296,3=19,6=1065353216
7345:0=7345,1=200496,2=20296,3=19,6=1065353216
7346:0=7346,1=200496,2=20296,3=19,6=1065353216
7347:0=7347,1=200497,2=20297,3=19,6=1065353216
7348:0=7348,1=200497,2=20297,3=19,6=1065353216
7349:0=7349,1=200497,2=20297,3=19,6=1065353216
7350:0=7350,1=200497,2=20297,3=19,6=1065353216
7351:0=7351,1=200497,2=20297,3=19,6=1065353216
7352:0=7352,1=200497,2=20297,3=19,6=1065353216
7353:0=7353,1=200497,2=20297,3=19,6=1065353216
7354:0=7354,1=200497,2=20297,3=19,6=1065353216
7355:0=7355,1=200497,2=20297,3=19,6=1065353216
7356:0=7356,1=200498,2=20298,3=19,6=1065353216
7357:0=7357,1=200498,2=20298,3=19,6=1065353216
7358:0=7358,1=200498,2=20298,3=19,6=1065353216
7359:0=7359,1=200498,2=20298,3=19,6=1065353216
7360:0=7360,1=200498,2=20298,3=19,6=1065353216
7361:0=7361,1=200498,2=20298,3=19,6=1065353216
7362:0=7362,1=200498,2=20298,3=19,6=1065353216
7363:0=7363,1=200498,2=20298,3=19,6=1065353216
7364:0=7364,1=200498,2=20298,3=19,6=1065353216
7365:0=7365,1=200499,2=20299,3=19,6=1065353216
7366:0=7366,1=200499,2=20299,3=19,6=1065353216
7367:0=7367,1=200499,2=20299,3=19,6=1065353216
7368:0=7368,1=200499,2=20299,3=19,6=1065353216
7369:0=7369,1=200499,2=20299,3=19,6=1065353216
7370:0=7370,1=200499,2=20299,3=19,6=1065353216
7371:0=7371,1=200499,2=20299,3=19,6=1065353216
7372:0=7372,1=200499,2=20299,3=19,6=1065353216
7373:0=7373,1=200499,2=20299,3=19,6=1065353216
7374:0=7374,1=200499,2=20299,3=19,6=1065353216
7375:0=7375,1=200531,2=20331,3=19,6=1065353216
7376:0=7376,1=200532,2=20332,3=19,6=1065353216
7377:0=7377,1=200533,2=20333,3=19,6=1065353216
7378:0=7378,1=200534,2=20334,3=19,6=1065353216
7379:0=7379,1=200535,2=20335,3=19,6=1065353216
7380:0=7380,1=200536,2=20336,3=19,6=1065353216
7381:0=7381,1=200537,2=20337,3=19,6=1065353216
7382:0=7382,1=200538,2=20338,3=19,6=1065353216
7383:0=7383,1=200539,2=20339,3=19,6=1065353216
7384:0=7384,1=200540,2=20340,3=19,6=1065353216
7385:0=7385,1=200541,2=20341,3=19,6=1065353216
7386:0=7386,1=200542,2=20342,3=19,6=1065353216
7387:0=7387,1=200543,2=20343,3=19,6=1065353216
7388:0=7388,1=200544,2=20344,3=19,6=1065353216
7389:0=7389,1=200544,2=20344,3=19,6=1065353216
7390:0=7390,1=200545,2=20345,3=19,6=1065353216
7391:0=7391,1=200545,2=20345,3=19,6=1065353216
7392:0=7392,1=200546,2=20346,3=19,6=1065353216
7393:0=7393,1=200546,2=20346,3=19,6=1065353216
7394:0=7394,1=200547,2=20347,3=19,6=1065353216
7395:0=7395,1=200547,2=20347,3=19,6=1065353216
7396:0=7396,1=200548,2=20348,3=19,6=1065353216
7397:0=7397,1=200548,2=20348,3=19,6=1065353216
7398:0=7398,1=200549,2=20349,3=19,6=1065353216
7399:0=7399,1=200549,2=20349,3=19,6=1065353216
7400:0=7400,1=200550,2=20350,3=19,6=1065353216
7401:0=7401,1=200550,2=20350,3=19,6=1065353216
7402:0=7402,1=200551,2=20351,3=19,6=1065353216
7403:0=7403,1=200551,2=20351,3=19,6=1065353216
